Age,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,Music,GradeClass
1,0,0,0.7452220267,0.1034482759,0,0,2
0,0,0.5,0.9722833772,0,0,1,0
1,1,0.75,0.4384842457,0.4482758621,0,1,3
1,1,0.25,0.8619702211,0.275862069,1,0,1
0.6666666667,0,0.5,0.5664605817,1,0,0,4
0.6666666667,0.6666666667,0.5,0.1573634769,0.7931034483,0,0,4
0.3333333333,0,0.5,0.6913636892,0.1034482759,0,1,1
0.6666666667,0,0.5,0.5139717667,0.5862068966,1,0,3
0.3333333333,0.6666666667,0.5,0.6513014418,0.4482758621,0,0,4
0.3333333333,1,0.5,0.890657158,0.8275862069,0,0,4
0.3333333333,1,0,0.4408879054,0.1034482759,0,0,2
0.3333333333,0.3333333333,0.5,0.9021605657,0.8275862069,0,1,4
0.3333333333,0,0.5,0.7514789606,0.3103448276,0,0,2
0,0.6666666667,0,0.4891136759,0.06896551724,0,1,0
0.6666666667,0,0.25,0.6038626249,0.7586206897,0,0,4
0.3333333333,0.3333333333,1,0.3259024849,0.2068965517,1,1,1
1,0,0.5,0.9846750046,0.3103448276,0,0,2
0.6666666667,0.3333333333,0.5,0.6680653392,0.4137931034,0,0,4
0.6666666667,0,0.75,0.04384433988,0.1034482759,1,1,1
0.3333333333,0,0.5,0.3269444312,0.5862068966,0,0,4
0,1,0.5,0.6239780204,0.3448275862,0,0,3
0.3333333333,0,0.5,0.05634514268,0.8275862069,1,0,4
0,0.3333333333,0.75,0.02385874342,0.1034482759,0,0,2
1,0,0.5,0.4504886285,0.7931034483,0,1,4
0.6666666667,0,0.5,0.3330197066,0.4482758621,0,0,3
1,0,0.25,0.4387495002,0.5862068966,0,0,4
0,0,1,0.2629423473,0.2413793103,0,0,3
0,0.6666666667,0.5,0.1648541773,0.8965517241,1,0,4
1,0,0,0.6898825887,0.3103448276,0,0,2
0,1,0.75,0.5151096732,0.1379310345,0,0,1
1,0.3333333333,0.5,0.2003313605,0.7586206897,0,0,4
0.6666666667,0,0,0.3199038977,0.2068965517,1,1,1
1,0.3333333333,0.5,0.5924352545,0.3793103448,1,0,2
0.6666666667,0.3333333333,0.5,0.0722594647,0.8275862069,0,0,4
1,0.6666666667,0.75,0.147569582,0.06896551724,1,0,1
0,0,0.25,0.07327688285,0.8620689655,1,0,4
1,0,0.75,0.8131981735,0.1034482759,0,0,2
0,0.6666666667,0.5,0.7532212109,0.3103448276,0,0,2
1,1,0,0.7541259497,0.1034482759,0,0,2
1,0.6666666667,1,0.7170958336,0.4827586207,1,1,2
0.3333333333,0,0.5,0.6701019275,0.9655172414,1,0,4
0,0.6666666667,0.25,0.477487277,0.3103448276,0,0,2
0.3333333333,0,0.5,0.6429635186,0.6896551724,0,1,4
0,0,0.75,0.03835273469,1,0,0,4
0.3333333333,0,0.25,0.6221258438,0.724137931,1,1,4
0.6666666667,0.3333333333,0.25,0.7787189361,0.5172413793,1,0,3
1,0,0.25,0.500880586,0.4827586207,0,0,4
0,0,0.25,0.35787139,0.6206896552,0,0,4
0,0.6666666667,0.5,0.2776927329,0.9655172414,0,0,4
1,0,0.5,0.6434880208,0.6551724138,1,0,4
0,0,0.25,0.6935446433,0.6206896552,0,0,3
0,0,0.25,0.8719158402,0.5862068966,0,0,3
0.3333333333,1,0.25,0.3426746919,0.8620689655,1,0,4
0,0.3333333333,0.75,0.7706042192,0.3793103448,0,0,3
0.6666666667,0,0.25,0.5619481508,0.8275862069,1,1,4
0.6666666667,0.6666666667,1,0.8837983831,0.5172413793,0,1,3
1,0.6666666667,0.5,0.5283658933,0,0,0,2
0,0,0.25,0.5181719391,0.5172413793,1,1,3
1,0.3333333333,0.75,0.5784884415,0.03448275862,0,0,1
0.6666666667,0.6666666667,0.5,0.7501237546,0.7931034483,0,0,4
0,0.3333333333,0.5,0.9657464718,0.4827586207,0,0,3
0,0,1,0.0735949981,0.2068965517,0,0,2
1,0.6666666667,0,0.05344311071,0.9310344828,0,1,4
0.6666666667,0.3333333333,0,0.938575125,0,1,0,0
0,0,0.5,0.5304318153,0.1379310345,1,0,1
1,0,0.25,0.6155569017,0.3103448276,1,0,2
0.6666666667,0,0.25,0.4829252206,0.724137931,0,0,4
1,0,0,0.09371219566,0.6896551724,1,0,4
0.3333333333,0.6666666667,0,0.7689193848,0.1034482759,1,0,0
0,0,0.5,0.7480306514,0.4482758621,0,0,4
0.3333333333,0,0.25,0.3120086828,0.4137931034,0,0,4
0.6666666667,0.3333333333,0.5,0.306538352,0,0,0,1
0.3333333333,0,0.5,0.8387515626,0.5172413793,1,0,3
0.3333333333,1,0.5,0.07238751172,0.7586206897,0,0,4
0.6666666667,0,0,0.882065043,0.275862069,1,0,2
1,0,0.5,0.2569038141,0.724137931,0,1,4
0.3333333333,0,0,0.5936134573,0.5172413793,1,0,2
1,0,0.5,0.9370171863,0.6206896552,0,0,4
0.3333333333,0,0.75,0.6788490706,0.4827586207,0,0,3
1,0.6666666667,0.5,0.4148532638,0.8620689655,0,0,4
0.6666666667,1,0.5,0.690273888,0.4482758621,0,0,3
0.3333333333,0,0.5,0.3443221335,0.6551724138,1,0,4
0.6666666667,0.3333333333,0.25,0.2775241894,0.3103448276,1,0,2
0.3333333333,0.6666666667,0.75,0.9977760466,0.6896551724,0,0,4
0.6666666667,0.6666666667,0.75,0.7516003499,0.3793103448,0,0,3
0.6666666667,0,0.25,0.6454081754,0.9310344828,0,0,4
0.3333333333,0,0.5,0.355645134,0,0,1,0
0.3333333333,0,0.75,0.04916444816,0.6896551724,0,1,4
0.3333333333,0.6666666667,1,0.03103968822,0.5517241379,1,0,4
0,0.6666666667,0.5,0.5547653538,0.275862069,1,0,3
1,0,0.5,0.7628557228,0.7586206897,0,1,4
0,0,0.25,0.5379439904,0.6206896552,0,1,4
0,1,1,0.8416985962,0.8275862069,0,1,4
0.6666666667,0.6666666667,0.25,0.03341206206,0.5862068966,0,0,4
0.3333333333,1,0.5,0.3671207597,0.9310344828,0,0,4
1,0.6666666667,0.25,0.2372899945,0.2068965517,0,1,3
0.6666666667,0,0.25,0.447734166,0.275862069,0,1,3
0,0.3333333333,0.5,0.07240668373,0.724137931,0,0,4
0.3333333333,0.3333333333,1,0.9551754847,0.8620689655,0,1,4
0.6666666667,0,0,0.2234591146,0.6896551724,0,0,4
0.3333333333,0.3333333333,0.5,0.9233150542,0.3793103448,0,0,3
0.6666666667,0.6666666667,0,0.4263297905,0.2068965517,1,0,1
0.3333333333,0,0.25,0.9866040695,0.4482758621,1,0,3
0,0.6666666667,0.5,0.5546423626,0.4827586207,1,0,4
1,0.3333333333,0.5,0.9318499035,0.4827586207,0,1,3
0,1,0.25,0.005302237764,0.1724137931,0,0,3
1,0,0.25,0.7490459671,0.6896551724,0,1,4
0.3333333333,0,0,0.9040357687,0.4482758621,0,1,3
0.6666666667,0.3333333333,0.25,0.1398282438,0.03448275862,1,0,1
0,0,1,0.09618343301,0.2413793103,0,0,3
1,0.6666666667,0.75,0.4250077226,0.4137931034,0,0,3
0,0.6666666667,0.25,0.9346992249,0.7586206897,0,0,4
1,0,0.5,0.5429570962,0.1724137931,0,0,2
0,0.3333333333,0.75,0.5280098345,0.1379310345,1,0,1
1,0.3333333333,0,0.1412354094,0.1379310345,0,0,2
1,0,0.75,0.0007374967569,0.8275862069,0,0,4
0.3333333333,1,0.75,0.8110184208,0,0,0,0
1,0.6666666667,0,0.08762230355,0.275862069,1,0,2
0.3333333333,0.3333333333,0.25,0.6345254804,0.1724137931,0,1,1
1,0.6666666667,1,0.9156148632,0.6551724138,0,0,4
0.6666666667,0,0.5,0.2088388283,0.8620689655,0,1,4
0.6666666667,1,0,0.6659846503,1,1,1,4
0.6666666667,0.3333333333,0.25,0.07873615091,0.2068965517,0,1,3
1,0.6666666667,0.5,0.6043962375,0.275862069,0,0,2
0.3333333333,0.6666666667,0.5,0.1640672238,0.1379310345,1,0,1
0.3333333333,0,0.5,0.7367465956,0.4482758621,1,0,2
1,0.6666666667,1,0.3015246455,0.1379310345,0,0,3
0.6666666667,0,0.25,0.4638707432,0.2413793103,1,1,1
0.6666666667,0,0.5,0.6000666665,0.2068965517,0,0,3
0.3333333333,0,0.5,0.1714173628,0.4137931034,1,1,2
0.6666666667,1,0.5,0.7424373795,0.4137931034,0,0,3
0,0.6666666667,0.25,0.3029353152,0.2413793103,0,0,2
0.3333333333,0.6666666667,1,0.6630803157,0.3448275862,1,0,3
0.6666666667,0.6666666667,0.75,0.1584120808,0.9310344828,1,0,4
0.3333333333,0.3333333333,0.5,0.6888557097,0.8620689655,0,0,4
0,1,0.5,0.1282824875,0.5862068966,1,0,4
0.3333333333,0,0.25,0.4257925237,0.8275862069,0,0,4
0.3333333333,0,0.5,0.2474372951,0.6206896552,1,0,4
0.3333333333,0,0.5,0.749182574,0.1724137931,0,0,1
0.3333333333,0.6666666667,0.5,0.2622832906,0.724137931,0,0,4
0,0.6666666667,1,0.8826778966,0.03448275862,0,0,1
1,0,0.5,0.8927924096,0.9310344828,0,0,4
0.3333333333,0,0.25,0.1966141926,0.4137931034,0,0,4
0.3333333333,0.6666666667,0.5,0.6144986366,0.7586206897,0,0,4
0.6666666667,0,0.25,0.08776556804,0.8275862069,0,0,4
0.3333333333,0.6666666667,0.25,0.3919342493,0.9310344828,1,0,4
0.6666666667,1,0.25,0.714088781,0.8620689655,0,0,4
1,0,0.5,0.6601283263,0.3448275862,0,0,3
0,0,0.5,0.6253658138,0,0,0,0
0,0.6666666667,0.5,0.2828127114,0.7931034483,0,0,4
1,0.6666666667,0.5,0.3784065675,0.03448275862,0,0,3
0,0.3333333333,0.5,0.1030115727,1,0,0,4
1,1,0.25,0.7197963842,0.5517241379,0,0,4
1,0,0.75,0.5044150942,0.2413793103,0,0,2
1,0.3333333333,0.25,0.7095274439,0.03448275862,0,0,1
0,0.6666666667,0.25,0.2491767423,0.1724137931,0,1,2
0.6666666667,0.6666666667,0.5,0.3247582712,0.724137931,1,0,4
1,0,0.25,0.3345466097,0.1379310345,0,0,3
0.3333333333,0.6666666667,0,0.02571907936,0.5172413793,1,1,4
0,0.3333333333,0.5,0.3413869634,0.2413793103,0,0,3
1,0,0.5,0.8041750135,0.6206896552,1,1,4
1,0,0.5,0.8982770067,0.5172413793,0,0,3
0.3333333333,0.6666666667,1,0.5187610655,0.4137931034,0,1,4
0.6666666667,0,0.5,0.4559723747,0.8620689655,1,0,4
0.6666666667,0,0.75,0.0308071212,0.6551724138,0,0,4
0.6666666667,0,0.25,0.8801620581,0.2068965517,0,0,2
1,0.6666666667,0.5,0.01297224408,0.5172413793,0,1,3
1,0.3333333333,0.75,0.9457831509,0.7586206897,1,0,4
1,0.6666666667,0.5,0.4897256785,0.5172413793,0,0,4
0,0,0.5,0.3422746326,0.9655172414,0,0,4
0.3333333333,0.3333333333,0.25,0.9252279004,0.3793103448,1,0,2
1,0.3333333333,0,0.02436612597,0.4482758621,0,0,4
0.3333333333,0.6666666667,0.5,0.5820403196,0.7931034483,1,0,4
0.3333333333,1,0.25,0.5495105706,0.5862068966,0,0,3
0.6666666667,0,0.75,0.2195195914,0.8965517241,1,0,4
0,0.3333333333,0.25,0.4293275324,0.9310344828,0,1,4
1,0,1,0.652960847,0.5862068966,0,0,4
0.6666666667,0.3333333333,1,0.7279141046,0.5172413793,0,1,3
0.6666666667,0,0.25,0.0006647632479,0.6551724138,0,0,4
1,0,0.25,0.937877424,0.5172413793,0,0,3
0.3333333333,0,0.75,0.1646615562,0.4137931034,0,1,4
0.6666666667,0.3333333333,1,0.2337960329,0.8620689655,0,1,4
0.3333333333,0,0.5,0.263723394,0.9655172414,0,0,4
0,0.6666666667,0.25,0.03781071237,0.275862069,0,0,2
0.3333333333,0,0.5,0.1231406339,0.8620689655,0,1,4
0,0,0.5,0.9874307686,0.9310344828,0,0,4
0.3333333333,0.6666666667,0.25,0.3155261714,0.275862069,0,0,3
0.6666666667,0,0.5,0.1153807244,0.4137931034,0,0,4
0.6666666667,0,0,0.1070613225,0.9655172414,0,1,4
0,0.3333333333,0,0.7202340367,0.1034482759,1,0,1
1,0,0.25,0.8554980401,0.275862069,0,0,2
0,0,0.25,0.2571947482,0.4827586207,0,0,4
0,0,0.25,0.02088062409,0.4482758621,0,0,4
0.3333333333,1,0.5,0.2232935245,0.6206896552,1,0,4
0.3333333333,0.3333333333,0.25,0.05652775234,0.3793103448,0,1,3
0,0.3333333333,0.25,0.1034608886,0.6896551724,1,0,4
0.6666666667,0.3333333333,0.25,0.4319511948,0.8620689655,0,0,4
0.3333333333,0,1,0.2301297234,0.8275862069,1,1,4
1,0,0.5,0.5164860535,0.1724137931,0,0,2
0.3333333333,0.6666666667,0.5,0.2537322227,0.06896551724,0,1,2
0.3333333333,0,0.5,0.9415655084,0.8620689655,0,0,4
1,0,1,0.9069323944,0.8275862069,1,0,4
0,0,0.25,0.5674047157,0.724137931,1,0,4
1,0,0.5,0.3547784889,0.6551724138,0,1,4
0,1,0.5,0.3815321061,0.5172413793,0,1,3
0,0,0.5,0.412272801,1,0,0,4
0,0.3333333333,0,0.7283627197,0.6551724138,0,0,4
1,0,0.5,0.4521052346,0.7931034483,0,1,4
0,1,0,0.8576618244,0.7586206897,0,0,4
0.6666666667,0,0.5,0.9451270977,0.5517241379,1,0,3
1,0,0.5,0.3362793992,0.5172413793,0,0,4
0.6666666667,0.6666666667,0.25,0.5612860906,0.1724137931,0,1,2
0,0.6666666667,0.75,0.09511290388,0.2413793103,0,0,3
0.3333333333,0,0,0.2006465724,0.6206896552,1,0,4
0,0,0.75,0.4138881056,1,1,1,4
0.6666666667,0,0.5,0.206386813,0.8275862069,0,0,4
0.6666666667,0,0.25,0.877515169,0.8620689655,1,0,4
1,0,0.25,0.1584152845,0.03448275862,1,0,2
0.3333333333,0,1,0.4561316576,0.4482758621,0,1,3
1,0,0,0.6063425722,0.724137931,0,0,4
0.6666666667,0,0.25,0.6926062659,0.3793103448,1,0,3
0,0.3333333333,0.25,0.3834567659,0.5517241379,0,0,4
0.3333333333,1,0.5,0.8700451423,0.9310344828,0,0,4
0,0.3333333333,0.5,0.5689195049,0.8965517241,0,1,4
0,0,0.25,0.4399600902,0.4827586207,0,0,3
0.3333333333,0,0.25,0.06726503034,0.5862068966,1,0,4
1,1,0.25,0.4651706857,0.5172413793,0,0,4
0,0,0.25,0.8216263503,0.4137931034,0,0,2
0.6666666667,0,0.5,0.6151944855,0.6896551724,1,1,4
0,0.3333333333,0.5,0.8330660848,0.5517241379,0,0,4
0.3333333333,0.3333333333,0.25,0.4945265907,0.2413793103,0,0,3
0.3333333333,0.3333333333,0.25,0.1185449574,0,1,0,1
0.3333333333,0,0.25,0.01360261785,0.9655172414,0,0,4
1,0,1,0.303515181,0.8275862069,0,0,4
0,1,1,0.6987398582,0.8620689655,0,1,4
1,0,0.75,0.7911153691,0.8965517241,0,0,4
1,0.3333333333,0.25,0.2960398982,0.06896551724,1,0,1
0.3333333333,0.6666666667,0,0.4961707284,0.5172413793,0,0,4
0.3333333333,0.3333333333,0.25,0.4215500527,0.9310344828,0,1,4
1,0,0.25,0.4109417728,0.03448275862,0,0,2
0,0,0.5,0.2315617176,0.4827586207,0,0,4
0.6666666667,0.3333333333,0.5,0.1364749437,0,1,1,0
1,0.6666666667,0.75,0.1968617268,0.275862069,1,0,2
0,1,0.75,0.05534309217,0.5172413793,1,0,4
0.3333333333,0,0.25,0.1983055846,0.1034482759,0,1,3
0.3333333333,0,0.5,0.009158565407,0.3793103448,1,0,4
0,1,0.25,0.6279265038,0,0,0,2
0.6666666667,0.6666666667,0,0.3166861532,0,1,0,1
0.3333333333,0.6666666667,0.5,0.9742103897,0.2068965517,1,0,0
0.3333333333,0,0,0.1938868111,0.5862068966,0,0,4
0.3333333333,0.3333333333,0.5,0.3461731587,0.7586206897,0,0,4
0,0.6666666667,0.25,0.3581995668,0.9310344828,0,0,4
1,0.3333333333,0.5,0.008408303994,0.7586206897,0,0,4
0.3333333333,0,0.5,0.8401196834,0.4827586207,1,0,3
1,0,0.25,0.0319783159,0.8620689655,0,0,4
0.6666666667,0.3333333333,0.75,0.9412076476,1,0,0,4
0.3333333333,0,0.25,0.8930468517,0.8275862069,0,0,4
0.3333333333,0,0.5,0.5360845555,0.4137931034,1,0,3
0.6666666667,1,0.5,0.5441674859,0.5172413793,0,1,2
0.3333333333,0,0.5,0.6544764872,0.2068965517,0,0,2
1,0.6666666667,1,0.3874419915,0.5172413793,0,0,4
0,0,0.25,0.6479133517,0.4137931034,0,1,2
1,0.3333333333,0.5,0.04476694917,0.4482758621,0,0,4
0,1,0.5,0.05405686539,0.5517241379,1,0,4
0,0,0.75,0.4577030618,0.3793103448,0,0,3
1,0,0.25,0.5502011635,0.9655172414,0,0,4
1,0,0.5,0.8887852588,0.7931034483,0,0,4
1,0,0.5,0.1047280435,0.7931034483,0,0,4
1,0.6666666667,0.25,0.8235406482,0.6551724138,0,0,4
0.6666666667,1,0.5,0.2102358823,0.4137931034,0,0,3
0.3333333333,0,0.25,0.3944837265,0.7931034483,0,1,4
0,0,0.5,0.3169134642,0.6551724138,0,0,4
1,0,0.75,0.4005623056,0.4827586207,0,0,3
1,0.6666666667,0.5,0.1506155793,0.7931034483,1,0,4
1,0,0.5,0.5040959778,0.6896551724,0,0,4
0.6666666667,0.3333333333,0.5,0.8025111532,0.1034482759,1,0,0
1,0.3333333333,0,0.4419886192,0.724137931,1,0,4
1,0.3333333333,0.25,0.4911246347,0.03448275862,0,0,1
1,0,0.5,0.8496903219,0.9310344828,1,0,4
0.3333333333,0.6666666667,0.25,0.7068167817,0.5862068966,0,0,3
0.6666666667,0,0.25,0.4909652518,0.03448275862,0,0,1
1,0,0.5,0.2579389526,0.8275862069,0,0,4
0,0.6666666667,0.25,0.8858910358,0.4827586207,0,0,2
0,0.6666666667,0.25,0.5776307568,1,0,0,4
0,0,0.5,0.2213488917,0.8620689655,0,0,4
0.6666666667,0,0.25,0.2693761843,0.6206896552,0,0,4
0.6666666667,0,0.75,0.8040033665,0.4827586207,0,0,3
0,0,0.75,0.04414338323,0.8620689655,0,1,4
1,0,0.5,0.9931796692,0.6551724138,0,0,4
0.6666666667,0,0.25,0.1304486246,0.3103448276,0,0,2
0,0,0.5,0.796930696,0.9310344828,0,0,4
0,0.6666666667,0.75,0.3951761715,0.7931034483,0,0,4
1,0.3333333333,0.5,0.4927290769,0.6551724138,0,1,4
0.3333333333,0.3333333333,0.25,0.8816099705,0.3448275862,1,0,2
0.6666666667,0,0.5,0.4133329182,0.8620689655,1,1,4
1,1,0.75,0.5380586721,0.3103448276,0,0,2
0,0.6666666667,0.5,0.04930340771,0.9655172414,1,1,4
0,0.6666666667,0.5,0.002297237573,0.7586206897,0,0,4
1,0.6666666667,0.5,0.2450283293,0.1379310345,0,0,3
0.6666666667,1,0.5,0.6813124989,0.275862069,1,0,2
0.3333333333,0.3333333333,0,0.1213513796,0.6551724138,0,0,4
0.3333333333,0,0.5,0.1138398052,0.6206896552,1,0,4
0,0.3333333333,0,0.411380076,0.4137931034,0,0,4
0.6666666667,0.6666666667,0.5,0.6485288084,0.5862068966,0,0,3
0.3333333333,0.6666666667,0.25,0.7128375945,0.5517241379,0,0,4
0.6666666667,0.3333333333,0.5,0.1786028629,0.8965517241,0,0,4
0.6666666667,0,0.25,0.07962672342,0.1724137931,0,0,2
0,0,0.5,0.9414250972,0.3103448276,0,0,2
0.3333333333,1,0.5,0.2609131174,0.03448275862,1,0,2
1,0.3333333333,0.25,0.8542744853,0.7931034483,0,0,4
0,0.3333333333,0.25,0.8644310966,0.1724137931,0,0,3
0.3333333333,0,0.25,0.7733576806,0.9310344828,0,1,4
0.3333333333,0,0.75,0.1689747584,0.9310344828,1,0,4
0.3333333333,0.6666666667,0.5,0.8226931752,0.6896551724,0,0,4
0.3333333333,0.3333333333,0.5,0.7700818695,0.4137931034,0,0,4
0.3333333333,0.6666666667,0.25,0.5973560043,0.5862068966,1,0,3
0.6666666667,0,0.5,0.3375367428,0.2068965517,0,0,2
0,0.3333333333,0.75,0.2627574349,0.03448275862,0,0,1
0.6666666667,0,0.75,0.1219763972,0.9655172414,1,0,4
1,0.6666666667,0.5,0.5102900896,0.4482758621,1,0,3
0.3333333333,0,0,0.585880729,0.1379310345,0,0,3
0,0,0.25,0.3596991386,0.5862068966,0,0,4
0.3333333333,0.3333333333,0,0.4758525501,0.3448275862,1,0,3
0,1,0.25,0.3638793881,0.3103448276,0,0,3
0.6666666667,0,0.25,0.6416899563,0.3448275862,1,0,3
0,0.6666666667,0.25,0.9022422595,0.8965517241,0,1,4
1,0,0.25,0.1640557606,0.03448275862,0,0,2
1,0,0.75,0.3817943071,0.4827586207,0,0,4
0,0,0.5,0.1409776134,0.2068965517,1,0,2
0,0,0.75,0.6256091932,0.275862069,1,0,2
0,0.3333333333,0.5,0.7296554039,0.1379310345,0,0,3
0,0,0.25,0.9329310448,0.2068965517,1,1,2
1,0,0.5,0.2791395941,0.6551724138,0,0,4
0.3333333333,1,0.25,0.9512505283,0.03448275862,0,1,1
0,0,0.5,0.06328245775,0.06896551724,1,0,1
0,0.6666666667,0.25,0.6036540854,0.03448275862,1,1,1
1,0,1,0.05714546156,0.6896551724,1,0,4
1,0.3333333333,0.25,0.8947486557,0.724137931,1,0,4
0.6666666667,0,0.25,0.5303651387,0.7586206897,0,0,4
0,0,0.75,0.6700648349,0.6206896552,0,1,3
0.6666666667,0,0,0.8324769084,0.1034482759,1,0,1
1,0,0.5,0.1504304667,0.7931034483,0,1,4
1,0,0.5,0.03858299907,0.6551724138,0,0,4
0.3333333333,0.3333333333,0.75,0.8798384866,0.2068965517,0,0,2
0,0.6666666667,1,0.3152423455,0.9310344828,0,1,4
0.6666666667,0.6666666667,1,0.1290742466,0.724137931,1,1,4
1,0.3333333333,0,0.4689468213,0.2068965517,0,0,2
1,0,0.75,0.598940924,0.5517241379,1,0,4
0.6666666667,0,0.5,0.03095328902,0.6206896552,0,1,4
0.3333333333,0,0.5,0.2751587235,0.724137931,0,0,4
1,0,0.25,0.03278464169,0.5172413793,0,0,4
0,0.3333333333,0.5,0.4207656521,0.06896551724,0,1,1
1,0.3333333333,1,0.8960760297,0.4827586207,0,0,3
0,0,0.75,0.9837290185,0.4482758621,0,0,2
0.6666666667,0,0.5,0.6377269061,0.4827586207,0,0,4
0,0.6666666667,0,0.1617705869,0.4482758621,0,0,4
0.6666666667,0.6666666667,0.25,0.9068377357,0.2068965517,0,0,2
0,0,0.75,0.5167883005,0.8275862069,0,0,4
0.6666666667,1,0.5,0.1538731194,0.06896551724,0,0,1
0,1,0.5,0.9227332362,1,0,0,4
0.3333333333,0,0,0.758286827,0.5517241379,1,0,4
0,0,0.5,0.7324934123,0.3103448276,0,0,2
0,0.3333333333,0.5,0.709942971,0.4827586207,1,0,3
0.3333333333,1,0.75,0.2005171738,0.9655172414,1,0,4
1,0.6666666667,0.5,0.2111963351,0.1724137931,0,0,3
1,0,0.25,0.6890312612,0.9310344828,1,1,4
0,0,0.5,0.2199224039,0.5517241379,0,0,4
0.3333333333,0.3333333333,0,0.4391230291,0.5517241379,1,0,4
0,0.3333333333,1,0.7828478267,0.4482758621,1,0,4
0.6666666667,0,0.25,0.7848007189,0.7931034483,0,0,4
0.6666666667,0.6666666667,0.5,0.4537298499,0.8275862069,0,1,4
0,0.3333333333,0.25,0.7930476376,0.5862068966,0,0,4
1,0.6666666667,0.5,0.8395328597,0.8275862069,0,0,4
1,0.6666666667,0.5,0.6554754842,0.1379310345,0,0,3
0,0.6666666667,0.5,0.2286355079,0.9655172414,0,1,4
0,0,0.25,0.2742738575,0.2413793103,0,0,3
0.6666666667,0.3333333333,0.25,0.3151501396,0.2068965517,0,0,1
1,0,0.25,0.116885452,0.7586206897,1,0,4
0,0.3333333333,0.5,0.273420678,0.1034482759,1,0,0
0.6666666667,0,0,0.2097071252,0.5862068966,0,1,4
1,0.3333333333,0.5,0.4557992259,0.1379310345,0,0,1
0.3333333333,0,0.75,0.9094288607,0.5172413793,0,0,3
0.6666666667,0,0.75,0.1045474862,0.4482758621,0,0,4
1,0,0.5,0.7210429154,0.8965517241,1,0,4
1,0,0.5,0.6880201003,0.8965517241,0,0,4
0.6666666667,0.6666666667,0,0.09581135581,0.6206896552,0,0,4
0.3333333333,0.6666666667,0.5,0.9235799583,0.4482758621,1,0,2
0.6666666667,0.3333333333,0.75,0.5690727309,0.275862069,1,0,3
1,0,0.25,0.3640906807,0.1724137931,0,0,2
0,0,0.5,0.7573553075,0.5517241379,0,0,4
0,0,0.75,0.2576083731,0.6206896552,0,1,4
0.6666666667,0,0.75,0.6942541079,0.3793103448,0,1,4
1,0.6666666667,0.25,0.03970393607,0.1034482759,1,0,2
0,0,0.5,0.8403200134,0.5172413793,0,0,4
1,0,0.25,0.4486330981,0.8275862069,0,0,4
0.6666666667,0,0.25,0.6373718485,0.3448275862,1,0,2
0,0,0.75,0.2214391954,0.724137931,1,1,4
1,0.3333333333,0.75,0.677799065,0.1034482759,1,0,1
0,0.3333333333,0.5,0.7730750561,0.5517241379,0,0,4
0.6666666667,0,0,0.4737042335,0.2413793103,0,0,3
1,0,0.75,0.6183840476,0.4482758621,0,1,4
0,0,0.5,0.4567975221,0.8965517241,0,1,4
0.6666666667,0,0.25,0.8950661702,0.03448275862,0,0,1
0,0,0.5,0.4983885748,0.3448275862,0,0,4
0,1,0,0.8427234229,0.3448275862,0,0,3
0.3333333333,0.3333333333,0.5,0.8022202692,0.7931034483,1,0,4
0.3333333333,0.3333333333,0.5,0.4109237521,0.724137931,0,1,4
0.6666666667,0,0.25,0.2302960644,0.7931034483,1,0,4
0.3333333333,0,0.25,0.4064960184,0.1724137931,0,0,2
0.6666666667,0.3333333333,0.25,0.8271142012,0.6896551724,1,0,4
0.3333333333,0.3333333333,0,0.227841296,0.6896551724,0,0,4
0,0.6666666667,0.5,0.524986263,0.4482758621,1,0,3
0.6666666667,0,0.75,0.8069704231,1,0,1,4
0.6666666667,0.3333333333,0,0.3538309009,0.3103448276,0,0,3
0,0,0,0.6428949398,0.8620689655,1,0,4
0.6666666667,0.6666666667,0.5,0.2458609853,0.8965517241,0,0,4
0.6666666667,0.3333333333,0.75,0.1093521527,0.2413793103,0,0,3
0.3333333333,0.3333333333,0.25,0.7952444599,0.2068965517,1,1,2
0.6666666667,0,0.25,0.09902945066,0.2413793103,1,0,2
1,0.3333333333,0.5,0.271640434,0.9310344828,0,0,4
0,0,0.25,0.8560394117,0.2413793103,0,0,2
0.3333333333,0,0,0.3468146452,0.7586206897,0,0,4
0.3333333333,0,0.5,0.9741109255,0.03448275862,0,0,1
1,0.3333333333,0.5,0.9808076143,0.8965517241,1,0,4
0,0,0.5,0.2685314644,0.5172413793,0,0,4
0,0,0.5,0.04097239245,0.275862069,0,0,3
0.3333333333,0.6666666667,0.5,0.7058208382,0.4137931034,1,0,3
0.6666666667,0,0.25,0.4514519846,0.7586206897,0,0,4
0.3333333333,0.3333333333,0.25,0.1008157516,0.3793103448,0,0,4
0,0,0.25,0.7082831653,0.8965517241,0,0,4
1,0,0.25,0.03115782386,0.724137931,0,0,4
0.3333333333,0.6666666667,0.5,0.871144054,0.8275862069,0,0,4
0,0,0.75,0.1387590162,0.9655172414,0,0,4
0.3333333333,0,1,0.1274053304,0.5517241379,0,1,4
0.6666666667,0.3333333333,0.5,0.1758213192,0.8965517241,0,0,4
0.3333333333,0.3333333333,0.25,0.9613172364,0.03448275862,0,0,0
0.3333333333,0.3333333333,0.25,0.6939132165,0.4137931034,0,0,3
0,0,0.75,0.8022397916,0,0,0,1
0,0,0.5,0.3980391587,0.8620689655,0,0,4
0,0.6666666667,0.5,0.3366464206,0.9310344828,0,0,4
